sample_name,data_issues,fasta_file,possible_summer,mortality,mortality_code,anonymized_name,capture_timestamp,capture_group,capture_season,description,dna_extracted,elevation,empo_1,empo_2,empo_3,env_biome,env_biome_description,env_feature,env_material,env_package,geo_loc_name,host_age,host_age_units,host_common_name,host_life_stage,host_scientific_name,host_subject_id,fecal_at capture,host_taxid,host_weight,host_weight_units,latitude,longitude,physical_specimen_location,physical_specimen_remaining,qiita_study_id,sample_type,scientific_name,sex,taxon_id,serum_label,btv,ehd,study_area,i_80,capture_kit,adj_age,cor_age_calc,cor_age,cor_age_y_m_o,age_percentiles,age_by2,age_by1,age_y_m_o,body_weight,weight_percentiles,weight_5kg,weight_1kg,ss_ligament,lumbar_vert,sacrum,base_of_tail,caudal_vert,max.,b_femoris,l_dorsi,title
12842.14.005,n,Y,.,non-capture-related mortality,2,14.005,41688,2014_F,February,pronghorn feces,TRUE,2043.45,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,5+,years,pronghorn,adult,Antilocapra americana,Yellow14,Y,9891,49.66,kg,41.96303606,-108.589534,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-05 RDP,N,N,Red desert,North,14-005,5,5.939,5.939,m,3,3,5,m,49.66,3,2,49,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.008,n,Y,7/22/14 general area,alive,3,14.008,41688,2014_F,February,pronghorn feces,TRUE,2036.77,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4+,years,pronghorn,adult,Antilocapra americana,Yellow25,Y,9891,54.66,kg,41.88242815,-108.6190001,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-08 RDP,N,N,Red desert,North,14-008,4,5.153,5.153,m,2,2,4,m,54.66,4,3,54,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.011,n,Y,.,non-capture related mortality,2,14.011,41688,2014_F,February,pronghorn feces,TRUE,2080.51,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,Purple20,Y,9891,52.96,kg,41.64684378,-108.0228734,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-11 RDP,N,N,Red desert,North,14-011,4,5.153,5.153,m,2,2,4,m,52.96,4,3,52,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.018,n,Y,6/27/14 hers,alive,3,14.018,41688,2014_F,February,pronghorn feces,TRUE,2020.13,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4+,years,pronghorn,adult,Antilocapra americana,Yellow19,Y,9891,51.46,kg,41.25086043,-107.6392983,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-18 RDP,Positive,N,Baggs,South,14-018,4,5.153,5.153,m,2,2,4,m,51.46,3,3,51,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.021,n,Y,6/10/14 likley hers,alive,3,14.021,41688,2014_F,February,pronghorn feces,TRUE,2106.32,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,7,years,pronghorn,adult,Antilocapra americana,Yellow16,Y,9891,54.96,kg,41.54013327,-107.8285186,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-21 RDP,N,N,Bitter Creek ,South,14-021,7,7.511,7.511,m,4,4,7,m,54.96,4,3,54,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.022,n,Y,6/18/14 no notes ,non-capture-realted mortality,2,14.022,41688,2014_F,February,pronghorn feces,TRUE,2100.84,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4+,years,pronghorn,adult,Antilocapra americana,Yellow23,Y,9891,51.46,kg,41.57988255,-107.8460985,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-22 RDP,N,N,Bitter Creek ,South,14-022,4,5.153,5.153,m,2,2,4,m,51.46,3,3,51,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.024,n,Y,.,non-capture-related mortality,2,14.024,41688,2014_F,February,pronghorn feces,TRUE,2080.51,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4+,years,pronghorn,adult,Antilocapra americana,Purple19,Y,9891,43.56,kg,41.64684378,-108.0228734,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-24 RDP,N,Positive,Red desert,North,14-024,4,5.153,5.153,m,2,2,4,m,43.56,1,1,43,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.025,n,Y,6/22/14 no notes,alive,3,14.025,41688,2014_F,February,pronghorn feces,TRUE,2137.3,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,6+,years,pronghorn,adult,Antilocapra americana,Yellow18,N,9891,59.46,kg,41.19821905,-107.624275,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-25 RDP,N,N,Baggs,South,14-025,6,6.725,6.725,m,3,3,6,m,59.46,4,4,59,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.026,n,Y,.,alive,3,14.026,41688,2014_F,February,pronghorn feces,TRUE,2095.3,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,5+,years,pronghorn,adult,Antilocapra americana,Yellow17,Y,9891,49.96,kg,41.3642448,-107.7277433,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-26 RDP,N,N,Baggs,South,14-026 ,5,5.939,5.939,m,3,3,5,m,49.96,3,2,49,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.028,n,Y,.,non-capture-related mortality,2,14.028,41688,2014_F,February,pronghorn feces,TRUE,2081.87,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,6+,years,pronghorn,adult,Antilocapra americana,Yellow22,N,9891,50.56,kg,41.3319365,-107.7172246,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-28 RDP,N,N,Baggs,South,14-028,6,6.725,6.725,m,3,3,6,m,50.56,3,3,50,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.029,n,Y,.,alive,3,14.029,41688,2014_F,February,pronghorn feces,TRUE,2080.51,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,Purple18,Y,9891,51.96,kg,41.64684378,-108.0228734,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-29 RDP,N,N,Red desert,North,14-029,4,5.153,5.153,m,2,2,4,m,51.96,3,3,51,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.03,n,Y,.,alive,3,14.03,41688,2014_F,February,pronghorn feces,TRUE,2144.96,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,Purple21,Y,9891,54.66,kg,41.83164942,-108.7853436,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-30 RDP,N,Positive,Red desert,North,14-030,4,5.153,5.153,m,2,2,4,m,54.66,4,3,54,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.031,n,Y,.,unk,0,14.031,41956,2014_N,November,pronghorn feces,TRUE,2081.08,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,Green30,Y,9891,49.58,kg,41.73849203,-107.977428,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-031 Nov. RDP,N,N,CDC,North,14-031,4,5.153,5.153,m,2,2,4,m,49.58,3,2,49,1,3.5,4,3,3,0,13,40,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.032,n,Y,.,non-capture realted mortality ,2,14.032,41955,2014_N,November,pronghorn feces,TRUE,2062.33,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4 to 5,years,pronghorn,adult,Antilocapra americana,Yellow31,Y,9891,48.22,kg,41.78529726,-108.0278393,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-032 Nov. RDP,N,N,CDC,North,14-032,4.5,5.546,5.546,m,2,3,4,m,48.22,2,2,48,1.25,3,3,2,2,0,12,39,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.033,n,Y,.,alive,3,14.033,41955,2014_N,November,pronghorn feces,TRUE,2066.87,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,10,years,pronghorn,adult,Antilocapra americana,Green26,Y,9891,53.98,kg,41.76196339,-108.0241938,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-033 Nov. RDP,N,N,CDC,North,14-033,10,9.869,9.869,o,4,5,10,o,53.98,4,3,53,1,4,4,4,3.5,1,14,39,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.034,n,Y,8/8/15 hers,unk,0,14.034,41955,2014_N,November,pronghorn feces,TRUE,2065.14,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,12+,years,pronghorn,adult,Antilocapra americana,Green27,Y,9891,47.58,kg,41.77295111,-108.0267532,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-034 Nov. RDP,N,N,CDC,North,14-034,12,11.441,11.441,o,4,6,10,o,47.58,2,2,47,1.25,2,2,1.5,1.5,0,11,30,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.035,n,Y,.,unk,0,14.035,41955,2014_N,November,pronghorn feces,TRUE,2096.31,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,6 to 7,years,pronghorn,adult,Antilocapra americana,Yellow27,Y,9891,57.38,kg,41.72992127,-107.9745914,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-035 Nov. RDP,N,N,CDC,North,14-035,6.5,7.118,7.118,m,3,4,6,m,57.38,4,4,57,0.25,3.5,4,4.25,4.5,2,12,37,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.036,n,Y,.,alive,3,14.036,41956,2014_N,November,pronghorn feces,TRUE,2124.83,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,8,years,pronghorn,adult,Antilocapra americana,Green34,N,9891,NR,kg,42.17157838,-108.6803165,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-036 Nov. RDP,N,Positive,Red desert,North,14-036,8,8.297,8.297,o,4,4,8,o,NR,NR,NR,NR,0.25,4,4,4.5,4.5,3,12,41,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.037,n,Y,.,unk,0,14.037,41956,2014_N,November,pronghorn feces,TRUE,2188.45,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,Purple28,N,9891,52.84,kg,41.75290403,-107.8176645,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-037 Nov. RDP,N,N,CDC,North,14-037,4,5.153,5.153,m,2,2,4,m,52.84,4,3,52,1,4,3.5,3,3,0,13,42,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.038,n,N,.,unk,0,14.038,41957,NR,NR,pronghorn feces,TRUE,2067,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,na,years,pronghorn,adult,Antilocapra americana,14.038,N,9891,NR,kg,41.75290403,-107.8176645,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-038 Nov. RDP,N,N,,NR,,NR,NR,NR,,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.039,n,Y,8/8/15 hers,unk,0,14.039,41956,2014_N,November,pronghorn feces,TRUE,2081.11,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,5,years,pronghorn,adult,Antilocapra americana,Purple29,Y,9891,55.2,kg,41.76862599,-107.8988934,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-039 Nov. RDP,N,N,CDC,North,14-039,5,5.939,5.939,m,3,3,5,m,55.2,4,4,55,1,3.5,3.5,3,3.5,0,13,39,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.04,n,Y,8/2/15 general area(2),non-capture realted mortality ,2,14.04,41956,2014_N,November,pronghorn feces,TRUE,2080.7,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,Purple31,Y,9891,50.94,kg,41.76847116,-107.8991752,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-040 Nov. RDP,N,N,CDC,North,14-040,4,5.153,5.153,m,2,2,4,m,50.94,3,3,50,0.875,3.5,3.5,3,3,0,12,38,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.041,n,N,.,unk,0,14.041,41957,2014_N,November,pronghorn feces,TRUE,2067,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,3,years,pronghorn,adult,Antilocapra americana,14.041,Y,9891,56.02,kg,41.76847116,-107.8991752,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,.,NR,NR,CDC,North,14-041,3,4.367,4.367,m,1,2,3,y,56.02,4,4,56,0.75,4,4,3,3.5,1,13,40,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.043,n,Y,.,unk,0,14.043,41955,2014_N,November,pronghorn feces,TRUE,2080.08,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4 to 5,years,pronghorn,adult,Antilocapra americana,Yellow28,Y,9891,58.38,kg,41.86857608,-108.01452,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-043 Nov. RDP,N,N,CDC,North,14-043,4.5,5.546,5.546,m,2,3,4,m,58.38,4,4,58,0.375,4,4.5,4.5,4.5,3,15,40,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.044,n,Y,.,unk,0,14.044,41955,2014_N,November,pronghorn feces,TRUE,1989.51,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,NR,years,pronghorn,adult,Antilocapra americana,Yellow35,Y,9891,48.4,kg,41.325925,-107.7566399,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-044 Nov. RDP,N,N,Baggs,South,14-044,NR,NR,NR,,NR,NR,NR,,48.4,2,2,48,0.75,4,4,3.5,3.5,1,14,41,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.045,n,Y,.,unk,0,14.045,41955,2014_N,November,pronghorn feces,TRUE,2080.51,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,6 to 7,years,pronghorn,adult,Antilocapra americana,Purple36,Y,9891,52.75,kg,41.64684378,-108.0228734,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-045 Nov. RDP,N,Positive,Bitter Creek ,South,14-045,6.5,7.118,7.118,m,3,4,6,m,52.75,4,3,52,1,2.5,2.75,2.5,2.5,0,12,38,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.046,n,Y,.,alive,3,14.046,41955,2014_N,November,pronghorn feces,TRUE,2090.94,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,3,years,pronghorn,adult,Antilocapra americana,Yellow38,Y,9891,51.76,kg,41.40194839,-107.6269638,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-046 Nov. RDP,N,N,Baggs,South,14-046,3,4.367,4.367,m,1,2,3,y,51.76,3,3,51,0,5,5,5,5,7,13,41,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.05,n,Y,.,alive,3,14.05,41956,2014_N,November,pronghorn feces,TRUE,2126.58,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,1,years,pronghorn,adult,Antilocapra americana,Green37,N,9891,NR,kg,42.16285689,-108.682963,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-050 Nov. RDP,N,N,Red desert,North,14-050,1,2.795,2.795,y,1,1,1,y,NR,NR,NR,NR,0.25,4,5,5,5,5,11,41,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.052,n,Y,8/2/15 general area ,unk,0,14.052,41955,2014_N,November,pronghorn feces,TRUE,2047.64,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4 to 5,years,pronghorn,adult,Antilocapra americana,Purple32,Y,9891,50.12,kg,41.72875218,-108.0564914,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-052 Nov. RDP,N,N,CDC,North,14-052,4.5,5.546,5.546,m,2,3,4,m,50.12,3,3,50,0.375,4,4,4,4.25,2,10,39,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.055,n,N,.,capture-related mortality,1,14.055,41956,2014_N,November,pronghorn feces,TRUE,2067,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,7,years,pronghorn,adult,Antilocapra americana,14.055,Y,9891,NR,kg,41.72875218,-108.0564914,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-055 Nov. RDP,N,N,CDC,North,14-055,7,7.511,7.511,m,4,4,7,m,NR,NR,NR,NR,1.125,2.75,2.5,2,2.5,0,10,36,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.066,n,Y,.,non-capture realted mortality,2,14.066,41955,2014_N,November,pronghorn feces,TRUE,2072.07,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,6,years,pronghorn,adult,Antilocapra americana,Green39,Y,9891,52.39,kg,41.37774546,-107.6210985,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-066 Nov. RDP,N,N,Baggs,South,14-066,6,6.725,6.725,m,3,3,6,m,52.39,4,3,52,0.75,4,3.5,3.25,3.5,0,13,35,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.067,n,Y,.,unk,0,14.067,41955,2014_N,November,pronghorn feces,TRUE,2080.06,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,1.5,years,pronghorn,adult,Antilocapra americana,Yellow33,Y,9891,40.37,kg,41.72058028,-107.9850423,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-067 Nov. RDP,N,N,CDC,North,14-067,1.5,3.188,3.188,y,1,1,1,y,40.37,1,1,40,1,4,3,3.25,3.25,0,13,33,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.068,n,Y,8/9/15 general area,unk,0,14.068,41955,2014_N,November,pronghorn feces,TRUE,2088.18,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,Green32,Y,9891,51.48,kg,41.69957232,-107.9730902,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-068 Nov. RDP,N,N,CDC,North,14-068,4,5.153,5.153,m,2,2,4,m,51.48,3,3,51,1,4,3.5,3.5,3.5,0,15,38,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.069,n,Y,.,alive,3,14.069,41955,2014_N,November,pronghorn feces,TRUE,2047.61,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,1,years,pronghorn,adult,Antilocapra americana,Yellow39,Y,9891,44.91,kg,41.41659101,-107.8107972,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-069 Nov. RDP,N,N,Bitter Creek ,South,14-069,1,2.795,2.795,y,1,1,1,y,44.91,1,1,44,0.75,3.5,3.5,3.5,3.5,1,13,35,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.07,n,Y,.,non-capture related mortality,2,14.07,41955,2014_N,November,pronghorn feces,TRUE,2080.51,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,Purple34,Y,9891,55.2,kg,41.64684378,-108.0228734,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-070 Nov. RDP,N,N,Baggs,South,14-070,4,5.153,5.153,m,2,2,4,m,55.2,4,4,55,0.25,4,4,4,4,4,13,44,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.071,n,Y,.,non-capture-related mortality,2,14.071,41955,2014_N,November,pronghorn feces,TRUE,2026.77,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4,years,pronghorn,adult,Antilocapra americana,Green38,Y,9891,49.44,kg,41.37794759,-107.6640288,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-071 Nov. RDP,N,Positive,Baggs,South,14-071,4,5.153,5.153,m,2,2,4,m,49.44,3,2,49,0.5,4,3,3.5,3.5,1,12,44,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.072,n,Y,7/14/15 general area,unk,0,14.072,41955,2014_N,November,pronghorn feces,TRUE,2090.34,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,3.5,years,pronghorn,adult,Antilocapra americana,Purple27,Y,9891,48.99,kg,41.69648955,-107.9654261,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-072 Nov. RDP,N,N,CDC,North,14-072,3.5,4.76,4.76,m,1,2,3,y,48.99,2,2,48,0.375,4,4.25,4,4,3,12,40,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.073,n,Y,.,unk,0,14.073,41955,2014_N,November,pronghorn feces,TRUE,2031.56,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,1,years,pronghorn,adult,Antilocapra americana,Yellow40,Y,9891,49.44,kg,41.35102771,-107.8029817,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-073 Nov. RDP,N,Positive,Bitter Creek ,South,14-073,1,2.795,2.795,y,1,1,1,y,49.44,3,2,49,0.5,4,4,4,4,2,13,38,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.074,n,y,.,alive,3,14.074,41955,2014_N,November,pronghorn feces,TRUE,1992.21,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,3,years,pronghorn,adult,Antilocapra americana,Green36,Y,9891,47.76,kg,41.34919201,-107.8264255,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-074 Nov. RDP,N,Positive,Bitter Creek ,South,14-074,3,4.367,4.367,m,1,2,3,y,47.76,2,2,47,1,3,3,3,3,0,13,38,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.075,n,Y,8/9/15 general area(2),non-capture-related mortality,2,14.075,41955,2014_N,November,pronghorn feces,TRUE,2028.2,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,4 to 5,years,pronghorn,adult,Antilocapra americana,Green33,Y,9891,46.77,kg,41.91739604,-107.9731705,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-075 Nov. RDP,N,Positive,CDC,North,14-075,4.5,5.546,5.546,m,2,3,4,m,46.77,2,2,46,1.25,3,3,2,2,0,13,37,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.076,n,Y,.,unk,0,14.076,41955,2014_N,November,pronghorn feces,TRUE,2088.98,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,7,years,pronghorn,adult,Antilocapra americana,Purple30,Y,9891,56.93,kg,41.78049188,-107.9749995,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-076 Nov. RDP,N,N,CDC,North,14-076,7,7.511,7.511,m,4,4,7,m,56.93,4,4,56,1,4.5,4.5,4,4,0,15,41,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.077,n,Y,.,non-capture-realted mortality,2,14.077,41955,2014_N,November,pronghorn feces,TRUE,2029.19,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,7 to 8,years,pronghorn,adult,Antilocapra americana,Green28,Y,9891,44.36,kg,41.9144919,-107.9761414,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-077 Nov. RDP,N,N,CDC,North,14-077,7.5,7.904,7.904,m,4,4,7,m,44.36,1,1,44,0.25,4,4,4.75,4.75,2,14,41,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.078,n,N,.,capture-related mortality,1,14.078,41956,2014_N,November,pronghorn feces,TRUE,2067,Host-asssociated,Animal,Animal distal gut,grassland biome,sagebrush steppe,animal-associated habitat,feces,host-associated,USA:WY:Red Desert,NR,years,pronghorn,adult,Antilocapra americana,14.078,Y,9891,NR,kg,41.9144919,-107.9761414,BSU 4B,TRUE,12842,feces,feces metagenome,female,1861841,14-078 Nov. RDP,N,N,Baggs,South,14-078,NR,NR,NR,,NR,NR,NR,,NR,NR,NR,NR,1,3.5,3,2.75,2.75,0,14,38,Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
