sample_name	fasta_file	possible_summer	mortality	mortality_code	anonymized_name	capture_timestamp	description	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_biome_description	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_common_name	host_life_stage	host_scientific_name	host_subject_id	fecal_at capture	host_taxid	host_weight	host_weight_units	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	taxon_id	serum_label	btv	ehd	study_area	capture_kit	adj_age	age_percentiles	age_by2	age_by1	body_weight	weight_percentiles	weight_5kg	weight_1kg	ss_ligament	lumbar_vert	sacrum	base_of_tail	caudal_vert	max.	b_femoris	l_dorsi	title
12842.14.029	Y	.	alive	3	14.029	2/18/2014	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Purple18	Y	9891	51.96	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-29 RDP	N	N	Red desert	14-029	4	2	2	4	51.96	3	3	51	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.03	Y	.	alive	3	14.03	2/18/2014	pronghorn feces	TRUE	2144.96	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Purple21	Y	9891	54.66	kg	41.83165	-108.785	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-30 RDP	N	Positive	Red desert	14-030	4	2	2	4	54.66	4	3	54	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.031	Y	.	unk	0	14.031	11/13/2014	pronghorn feces	TRUE	2081.08	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Green30	Y	9891	49.58	kg	41.73849	-107.977	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-031 Nov. RDP	N	N	CDC	14-031	4	2	2	4	49.58	3	2	49	1	3.5	4	3	3	0	13	40	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.032	Y	.	non-capture realted mortality	2	14.032	11/12/2014	pronghorn feces	TRUE	2062.33	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4 to 5	years	pronghorn	adult	Antilocapra americana	Yellow31	Y	9891	48.22	kg	41.7853	-108.028	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-032 Nov. RDP	N	N	CDC	14-032	4.5	2	3	4	48.22	2	2	48	1.25	3	3	2	2	0	12	39	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.033	Y	.	alive	3	14.033	11/12/2014	pronghorn feces	TRUE	2066.87	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	10	years	pronghorn	adult	Antilocapra americana	Green26	Y	9891	53.98	kg	41.76196	-108.024	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-033 Nov. RDP	N	N	CDC	14-033	10	4	5	10	53.98	4	3	53	1	4	4	4	3.5	1	14	39	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.034	Y	8/8/15 hers	unk	0	14.034	11/12/2014	pronghorn feces	TRUE	2065.14	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	12+	years	pronghorn	adult	Antilocapra americana	Green27	Y	9891	47.58	kg	41.77295	-108.027	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-034 Nov. RDP	N	N	CDC	14-034	12	4	6	10	47.58	2	2	47	1.25	2	2	1.5	1.5	0	11	30	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.035	Y	.	unk	0	14.035	11/12/2014	pronghorn feces	TRUE	2096.31	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6 to 7	years	pronghorn	adult	Antilocapra americana	Yellow27	Y	9891	57.38	kg	41.72992	-107.975	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-035 Nov. RDP	N	N	CDC	14-035	6.5	3	4	6	57.38	4	4	57	0.25	3.5	4	4.25	4.5	2	12	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.036	Y	.	alive	3	14.036	11/13/2014	pronghorn feces	TRUE	2124.83	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	8	years	pronghorn	adult	Antilocapra americana	Green34	N	9891	NR	kg	42.17158	-108.68	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-036 Nov. RDP	N	Positive	Red desert	14-036	8	4	4	8	NR	NR	NR	NR	0.25	4	4	4.5	4.5	3	12	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.037	Y	.	unk	0	14.037	11/13/2014	pronghorn feces	TRUE	2188.45	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Purple28	N	9891	52.84	kg	41.7529	-107.818	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-037 Nov. RDP	N	N	CDC	14-037	4	2	2	4	52.84	4	3	52	1	4	3.5	3	3	0	13	42	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.038	N	.	unk	0	14.038	11/14/2014	pronghorn feces	TRUE	2067	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	na	years	pronghorn	adult	Antilocapra americana	14.038	N	9891	NR	kg	41.7529	-107.818	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-038 Nov. RDP	N	N			NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.039	Y	8/8/15 hers	unk	0	14.039	11/13/2014	pronghorn feces	TRUE	2081.11	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5	years	pronghorn	adult	Antilocapra americana	Purple29	Y	9891	55.2	kg	41.76863	-107.899	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-039 Nov. RDP	N	N	CDC	14-039	5	3	3	5	55.2	4	4	55	1	3.5	3.5	3	3.5	0	13	39	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.04	Y	8/2/15 general area(2)	non-capture realted mortality	2	14.04	11/13/2014	pronghorn feces	TRUE	2080.7	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Purple31	Y	9891	50.94	kg	41.76847	-107.899	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-040 Nov. RDP	N	N	CDC	14-040	4	2	2	4	50.94	3	3	50	0.875	3.5	3.5	3	3	0	12	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.041	N	.	unk	0	14.041	11/14/2014	pronghorn feces	TRUE	2067	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	3	years	pronghorn	adult	Antilocapra americana	14.041	Y	9891	56.02	kg	41.76847	-107.899	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	.	NR	NR	CDC	14-041	3	1	2	3	56.02	4	4	56	0.75	4	4	3	3.5	1	13	40	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.043	Y	.	unk	0	14.043	11/12/2014	pronghorn feces	TRUE	2080.08	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4 to 5	years	pronghorn	adult	Antilocapra americana	Yellow28	Y	9891	58.38	kg	41.86858	-108.015	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-043 Nov. RDP	N	N	CDC	14-043	4.5	2	3	4	58.38	4	4	58	0.375	4	4.5	4.5	4.5	3	15	40	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.044	Y	.	unk	0	14.044	11/12/2014	pronghorn feces	TRUE	1989.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	NR	years	pronghorn	adult	Antilocapra americana	Yellow35	Y	9891	48.4	kg	41.32593	-107.757	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-044 Nov. RDP	N	N	Baggs	14-044	NR	NR	NR	NR	48.4	2	2	48	0.75	4	4	3.5	3.5	1	14	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.045	Y	.	unk	0	14.045	11/12/2014	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6 to 7	years	pronghorn	adult	Antilocapra americana	Purple36	Y	9891	52.75	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-045 Nov. RDP	N	Positive	Bitter Creek	14-045	6.5	3	4	6	52.75	4	3	52	1	2.5	2.75	2.5	2.5	0	12	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.046	Y	.	alive	3	14.046	11/12/2014	pronghorn feces	TRUE	2090.94	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	3	years	pronghorn	adult	Antilocapra americana	Yellow38	Y	9891	51.76	kg	41.40195	-107.627	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-046 Nov. RDP	N	N	Baggs	14-046	3	1	2	3	51.76	3	3	51	0	5	5	5	5	7	13	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.05	Y	.	alive	3	14.05	11/13/2014	pronghorn feces	TRUE	2126.58	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	1	years	pronghorn	adult	Antilocapra americana	Green37	N	9891	NR	kg	42.16286	-108.683	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-050 Nov. RDP	N	N	Red desert	14-050	1	1	1	1	NR	NR	NR	NR	0.25	4	5	5	5	5	11	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.052	Y	8/2/15 general area	unk	0	14.052	11/12/2014	pronghorn feces	TRUE	2047.64	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4 to 5	years	pronghorn	adult	Antilocapra americana	Purple32	Y	9891	50.12	kg	41.72875	-108.056	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-052 Nov. RDP	N	N	CDC	14-052	4.5	2	3	4	50.12	3	3	50	0.375	4	4	4	4.25	2	10	39	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.055	N	.	capture-related mortality	1	14.055	11/13/2014	pronghorn feces	TRUE	2067	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7	years	pronghorn	adult	Antilocapra americana	14.055	Y	9891	NR	kg	41.72875	-108.056	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-055 Nov. RDP	N	N	CDC	14-055	7	4	4	7	NR	NR	NR	NR	1.125	2.75	2.5	2	2.5	0	10	36	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.066	Y	.	non-capture realted mortality	2	14.066	11/12/2014	pronghorn feces	TRUE	2072.07	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6	years	pronghorn	adult	Antilocapra americana	Green39	Y	9891	52.39	kg	41.37775	-107.621	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-066 Nov. RDP	N	N	Baggs	14-066	6	3	3	6	52.39	4	3	52	0.75	4	3.5	3.25	3.5	0	13	35	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.067	Y	.	unk	0	14.067	11/12/2014	pronghorn feces	TRUE	2080.06	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	1.5	years	pronghorn	adult	Antilocapra americana	Yellow33	Y	9891	40.37	kg	41.72058	-107.985	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-067 Nov. RDP	N	N	CDC	14-067	1.5	1	1	1	40.37	1	1	40	1	4	3	3.25	3.25	0	13	33	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.068	Y	8/9/15 general area	unk	0	14.068	11/12/2014	pronghorn feces	TRUE	2088.18	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Green32	Y	9891	51.48	kg	41.69957	-107.973	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-068 Nov. RDP	N	N	CDC	14-068	4	2	2	4	51.48	3	3	51	1	4	3.5	3.5	3.5	0	15	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.069	Y	.	alive	3	14.069	11/12/2014	pronghorn feces	TRUE	2047.61	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	1	years	pronghorn	adult	Antilocapra americana	Yellow39	Y	9891	44.91	kg	41.41659	-107.811	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-069 Nov. RDP	N	N	Bitter Creek	14-069	1	1	1	1	44.91	1	1	44	0.75	3.5	3.5	3.5	3.5	1	13	35	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.07	Y	.	non-capture related mortality	2	14.07	11/12/2014	pronghorn feces	TRUE	2080.51	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Purple34	Y	9891	55.2	kg	41.64684	-108.023	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-070 Nov. RDP	N	N	Baggs	14-070	4	2	2	4	55.2	4	4	55	0.25	4	4	4	4	4	13	44	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.071	Y	.	non-capture-related mortality	2	14.071	11/12/2014	pronghorn feces	TRUE	2026.77	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4	years	pronghorn	adult	Antilocapra americana	Green38	Y	9891	49.44	kg	41.37795	-107.664	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-071 Nov. RDP	N	Positive	Baggs	14-071	4	2	2	4	49.44	3	2	49	0.5	4	3	3.5	3.5	1	12	44	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.072	Y	7/14/15 general area	unk	0	14.072	11/12/2014	pronghorn feces	TRUE	2090.34	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	3.5	years	pronghorn	adult	Antilocapra americana	Purple27	Y	9891	48.99	kg	41.69649	-107.965	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-072 Nov. RDP	N	N	CDC	14-072	3.5	1	2	3	48.99	2	2	48	0.375	4	4.25	4	4	3	12	40	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.073	Y	.	unk	0	14.073	11/12/2014	pronghorn feces	TRUE	2031.56	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	1	years	pronghorn	adult	Antilocapra americana	Yellow40	Y	9891	49.44	kg	41.35103	-107.803	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-073 Nov. RDP	N	Positive	Bitter Creek	14-073	1	1	1	1	49.44	3	2	49	0.5	4	4	4	4	2	13	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.074	y	.	alive	3	14.074	11/12/2014	pronghorn feces	TRUE	1992.21	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	3	years	pronghorn	adult	Antilocapra americana	Green36	Y	9891	47.76	kg	41.34919	-107.826	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-074 Nov. RDP	N	Positive	Bitter Creek	14-074	3	1	2	3	47.76	2	2	47	1	3	3	3	3	0	13	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.075	Y	8/9/15 general area(2)	non-capture-related mortality	2	14.075	11/12/2014	pronghorn feces	TRUE	2028.2	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	4 to 5	years	pronghorn	adult	Antilocapra americana	Green33	Y	9891	46.77	kg	41.9174	-107.973	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-075 Nov. RDP	N	Positive	CDC	14-075	4.5	2	3	4	46.77	2	2	46	1.25	3	3	2	2	0	13	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.076	Y	.	unk	0	14.076	11/12/2014	pronghorn feces	TRUE	2088.98	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7	years	pronghorn	adult	Antilocapra americana	Purple30	Y	9891	56.93	kg	41.78049	-107.975	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-076 Nov. RDP	N	N	CDC	14-076	7	4	4	7	56.93	4	4	56	1	4.5	4.5	4	4	0	15	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.077	Y	.	non-capture-realted mortality	2	14.077	11/12/2014	pronghorn feces	TRUE	2029.19	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7 to 8	years	pronghorn	adult	Antilocapra americana	Green28	Y	9891	44.36	kg	41.91449	-107.976	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-077 Nov. RDP	N	N	CDC	14-077	7.5	4	4	7	44.36	1	1	44	0.25	4	4	4.75	4.75	2	14	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.078	N	.	capture-related mortality	1	14.078	11/13/2014	pronghorn feces	TRUE	2067	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	NR	years	pronghorn	adult	Antilocapra americana	14.078	Y	9891	NR	kg	41.91449	-107.976	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-078 Nov. RDP	N	N	Baggs	14-078	NR	NR	NR	NR	NR	NR	NR	NR	1	3.5	3	2.75	2.75	0	14	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.079	Y	.	unk	0	14.079	11/12/2014	pronghorn feces	TRUE	2028.41	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	7	years	pronghorn	adult	Antilocapra americana	Yellow30	Y	9891	50.12	kg	41.91728	-107.973	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-079 Nov. RDP	N	N	CDC	14-079	7	4	4	7	50.12	3	3	50	0.25	4.5	5	4.5	4.75	2	13	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.081	Y	.	unk	0	14.081	11/12/2014	pronghorn feces	TRUE	2065.98	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6	years	pronghorn	adult	Antilocapra americana	Green31	Y	9891	55.11	kg	41.7599	-108.02	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-081 Nov. RDP	N	N	CDC	14-081	6	3	3	6	55.11	4	4	55	0	3.5	3.5	4.5	4.5	3	14	35	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.083	Y	.	unk	0	14.083	11/12/2014	pronghorn feces	TRUE	2029.36	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	6	years	pronghorn	adult	Antilocapra americana	Yellow34	N	9891	43.77	kg	41.91468	-107.976	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-083 Nov. RDP	Positive	Positive	CDC	14-083	6	3	3	6	43.77	1	1	43	0	5	5	4	4.5	5	13	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.084	Y	.	alive	3	14.084	11/12/2014	pronghorn feces	TRUE	2064.45	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	8 to 10	years	pronghorn	adult	Antilocapra americana	Green40	Y	9891	49.67	kg	41.37776	-107.801	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-084 Nov. RDP	N	N	Bitter Creek	14-084	9	4	5	9	49.67	3	2	49	1.25	2	2.75	2	2	0	11	36	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.085	Y	.	unk	0	14.085	11/12/2014	pronghorn feces	TRUE	2087.76	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	8	years	pronghorn	adult	Antilocapra americana	Yellow29	Y	9891	56.02	kg	41.6994	-107.973	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-085 Nov. RDP	N	N	CDC	14-085	8	4	4	8	56.02	4	4	56	1	3.5	3	3	3	0	14	38	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.09	Y	.	non-capture-related-mortality	2	14.09	11/12/2014	pronghorn feces	TRUE	2078.83	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	10 to 12	years	pronghorn	adult	Antilocapra americana	Yellow26	Y	9891	51.57	kg	41.86839	-108.014	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-090 Nov. RDP	N	N	CDC	14-090	11	4	6	10	51.57	3	3	51	0.75	4	4	3.5	4	2	13	36	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.093	Y	.	unk	0	14.093	11/13/2014	pronghorn feces	TRUE	2089.31	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	5	years	pronghorn	adult	Antilocapra americana	Yellow37	N	9891	NR	kg	42.15554	-108.598	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-093 Nov. RDP	N	N	Red desert	14-093	5	3	3	5	NR	NR	NR	NR	0	4.5	4	3.5	4	4	12	41	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.14.094	Y	.	non-capture-related-mortality	2	14.094	11/12/2014	pronghorn feces	TRUE	2067	Host-asssociated	Animal	Animal distal gut	grassland biome	sagebrush steppe	animal-associated habitat	feces	host-associated	USA:WY:Red Desert	8	years	pronghorn	adult	Antilocapra americana	Yellow32	Y	9891	49.22	kg	41.76192	-108.024	BSU 4B	TRUE	12842	feces	feces metagenome	female	1861841	14-094 Nov. RDP	N	N	CDC	14-094	8	4	4	8	49.22	2	2	49	1	4	3.5	3.5	3.5	0	13	37	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.BLANK2.2E		not applicable	not applicable	not applicable	BLANK2.2E	2/12/2021	BLANK2.2E	TRUE	193	Control	Negative	Sterile water blank	urban biome	not applicable	research facility	sterile water	misc environment	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	BLANK2.2E		not applicable	not applicable	kg	32.5	-117.25	UCSDMI	FALSE	12842	control blank	metagenome	not applicable	256318	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.BLANK2.2F		not applicable	not applicable	not applicable	BLANK2.2F	2/12/2021	BLANK2.2F	TRUE	193	Control	Negative	Sterile water blank	urban biome	not applicable	research facility	sterile water	misc environment	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	BLANK2.2F		not applicable	not applicable	kg	32.5	-117.25	UCSDMI	FALSE	12842	control blank	metagenome	not applicable	256318	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.BLANK2.2G		not applicable	not applicable	not applicable	BLANK2.2G	2/12/2021	BLANK2.2G	TRUE	193	Control	Negative	Sterile water blank	urban biome	not applicable	research facility	sterile water	misc environment	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	BLANK2.2G		not applicable	not applicable	kg	32.5	-117.25	UCSDMI	FALSE	12842	control blank	metagenome	not applicable	256318	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.BLANK2.2H		not applicable	not applicable	not applicable	BLANK2.2H	2/12/2021	BLANK2.2H	TRUE	193	Control	Negative	Sterile water blank	urban biome	not applicable	research facility	sterile water	misc environment	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	BLANK2.2H		not applicable	not applicable	kg	32.5	-117.25	UCSDMI	FALSE	12842	control blank	metagenome	not applicable	256318	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
12842.BLANK3.3E		not applicable	not applicable	not applicable	BLANK3.3E	2/12/2021	BLANK3.3E	TRUE	193	Control	Negative	Sterile water blank	urban biome	not applicable	research facility	sterile water	misc environment	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	BLANK3.3E		not applicable	not applicable	kg	32.5	-117.25	UCSDMI	FALSE	12842	control blank	metagenome	not applicable	256318	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Using the metagenome and metabolome to explain links between human disturbances and demographics of pronghorn
